date,temperature,temp_max,temp_min,precipitation,humidity,wind_speed,cloud_cover
2025-01-31,11.54,15.04,6.42,0.0,76.15,3.35,45.85
2025-02-01,10.9,15.71,6.78,0.0,79.55,3.12,26.68
2025-02-02,11.34,17.16,7.77,0.0,70.3,3.33,52.82
2025-02-03,9.78,13.38,4.88,1.71,78.46,3.7,76.21
2025-02-04,10.51,15.97,6.13,0.0,76.04,2.01,35.25
2025-02-05,11.06,17.03,8.01,0.0,89.38,3.72,44.1
2025-02-06,11.93,15.93,8.14,0.0,76.55,3.45,35.29
2025-02-07,10.41,14.35,6.96,0.0,83.02,4.5,31.43
2025-02-08,11.66,17.74,7.02,3.45,86.96,4.15,79.64
2025-02-09,10.7,16.67,7.01,6.14,82.72,3.38,90.73
2025-02-10,10.96,16.07,7.79,12.39,75.88,4.33,72.05
2025-02-11,12.26,18.21,9.12,5.87,86.06,4.43,78.49
2025-02-12,8.66,12.44,4.2,0.0,67.21,3.23,35.12
2025-02-13,9.64,14.32,6.58,0.0,82.64,3.44,45.38
2025-02-14,9.47,15.18,4.35,0.0,75.57,2.05,33.8
2025-02-15,8.44,12.71,5.05,0.0,61.25,2.95,56.7
2025-02-16,10.67,16.43,6.15,0.0,72.73,3.22,33.12
2025-02-17,12.61,17.62,8.5,0.0,77.63,3.87,32.15
2025-02-18,11.35,17.1,7.24,15.56,79.1,3.04,77.95
2025-02-19,12.06,16.95,8.88,0.0,77.78,3.38,19.2
2025-02-20,13.31,17.91,8.3,12.72,75.88,2.8,67.56
2025-02-21,13.71,17.86,8.47,0.0,67.52,3.91,28.63
2025-02-22,11.98,16.11,8.95,0.0,73.61,4.11,48.63
2025-02-23,13.92,19.68,10.48,0.0,74.04,4.08,34.6
2025-02-24,12.38,16.24,7.12,0.0,72.06,3.76,29.18
2025-02-25,11.27,15.03,6.9,23.53,85.85,2.51,94.72
2025-02-26,11.68,15.71,8.31,0.0,69.37,3.24,53.61
2025-02-27,10.63,14.66,7.13,0.0,75.1,3.4,50.06
2025-02-28,11.51,17.48,6.86,0.0,73.78,3.39,24.76
2025-03-01,12.3,17.0,7.49,0.0,65.56,3.77,29.06
2025-03-02,13.92,20.39,9.42,0.0,66.66,4.84,56.76
2025-03-03,15.22,19.13,9.83,0.0,73.22,4.34,37.89
2025-03-04,11.29,16.75,7.06,0.0,82.96,2.89,31.79
2025-03-05,13.71,18.56,9.96,0.0,75.86,4.21,43.62
2025-03-06,11.96,16.64,7.77,0.0,64.23,4.17,47.09
2025-03-07,14.05,20.17,10.15,0.0,57.2,3.01,28.14
2025-03-08,13.37,19.8,9.81,0.0,76.32,4.32,37.63
2025-03-09,11.28,17.4,8.17,0.0,72.07,3.51,46.12
2025-03-10,14.99,19.07,11.11,0.0,78.15,2.5,21.08
2025-03-11,13.12,17.28,8.34,7.17,73.93,3.98,80.15
2025-03-12,13.33,18.8,10.28,15.71,79.97,3.78,66.63
2025-03-13,12.76,17.13,8.66,0.0,76.34,3.41,23.2
2025-03-14,13.42,19.13,8.81,0.0,69.76,3.56,28.24
2025-03-15,14.96,20.16,10.43,0.0,69.76,3.0,40.73
2025-03-16,14.28,19.43,9.34,17.6,77.9,4.05,76.14
2025-03-17,15.08,21.07,10.06,0.0,74.37,3.52,27.22
2025-03-18,15.26,20.89,10.48,0.0,71.47,3.68,35.62
2025-03-19,16.63,20.21,13.38,0.0,76.3,3.82,21.24
2025-03-20,14.6,18.25,10.42,2.84,75.0,2.6,85.15
2025-03-21,13.26,18.57,8.75,0.0,64.55,2.8,48.58
2025-03-22,16.7,21.66,13.09,0.0,80.95,1.74,34.05
2025-03-23,15.02,19.3,11.92,0.0,67.93,3.95,32.57
2025-03-24,17.04,21.79,13.48,0.0,67.98,2.52,39.48
2025-03-25,16.22,22.0,12.09,0.0,70.37,3.58,10.66
2025-03-26,15.69,21.67,11.66,0.0,70.92,3.76,41.44
2025-03-27,16.46,21.64,13.01,0.0,68.52,3.94,72.22
2025-03-28,18.68,23.34,13.62,0.0,70.24,2.48,33.53
2025-03-29,18.98,23.3,13.67,0.0,70.01,3.38,33.57
2025-03-30,16.52,21.58,13.01,0.0,70.95,4.76,43.92
2025-03-31,16.78,21.22,11.45,0.0,58.16,4.78,54.74
2025-04-01,18.11,23.3,15.06,0.0,79.23,4.19,46.7
2025-04-02,15.75,21.28,10.44,0.0,68.96,3.66,9.13
2025-04-03,17.43,21.13,12.05,0.0,72.47,2.58,41.76
2025-04-04,17.11,20.61,14.08,5.08,68.55,3.95,100.0
2025-04-05,17.69,21.83,12.79,0.0,66.95,3.24,42.47
2025-04-06,16.35,22.53,10.92,0.0,65.82,3.8,21.14
2025-04-07,15.51,20.95,10.25,0.0,76.4,2.84,38.38
2025-04-08,15.03,19.04,9.6,0.0,65.99,3.19,19.63
2025-04-09,16.42,22.59,12.04,0.0,72.58,3.45,49.79
2025-04-10,17.42,22.33,14.22,0.0,65.41,3.51,23.53
2025-04-11,17.78,22.71,12.66,0.0,66.26,3.7,35.89
2025-04-12,20.83,27.13,16.29,0.0,67.17,2.83,24.71
2025-04-13,19.89,23.57,15.36,0.0,74.68,2.21,28.44
2025-04-14,17.35,21.5,13.31,0.0,58.68,4.57,52.83
2025-04-15,19.2,24.46,14.77,0.0,61.42,5.25,36.24
2025-04-16,18.37,22.45,14.98,0.0,58.13,3.61,28.29
2025-04-17,18.68,24.21,13.83,1.56,68.3,2.18,66.26
2025-04-18,19.43,23.57,16.25,0.0,63.55,2.61,12.54
2025-04-19,20.14,23.94,15.32,8.2,65.4,3.63,64.98
2025-04-20,19.04,23.17,13.92,0.0,63.67,4.28,36.34
2025-04-21,21.01,25.78,16.83,0.0,57.14,2.23,46.76
2025-04-22,18.29,22.32,14.02,0.0,61.99,3.09,28.28
2025-04-23,19.93,23.84,16.15,0.0,72.95,3.34,53.85
2025-04-24,23.45,29.53,18.02,0.0,68.84,3.86,26.39
2025-04-25,20.5,24.97,15.67,0.0,67.63,2.89,32.14
2025-04-26,22.22,26.81,18.3,0.0,61.55,1.9,22.05
2025-04-27,20.62,24.29,17.19,0.0,58.75,3.64,46.89
2025-04-28,21.4,25.98,17.85,0.0,60.61,4.03,60.17
2025-04-29,20.72,25.01,16.56,0.0,65.96,3.06,13.86
2025-04-30,20.71,26.04,15.36,9.93,76.39,3.44,75.85
2025-05-01,20.06,24.18,15.23,0.0,70.43,2.73,50.18
2025-05-02,21.78,27.94,18.24,0.0,68.95,2.42,17.64
2025-05-03,20.25,26.54,15.1,0.0,61.98,3.91,41.8
2025-05-04,22.36,26.16,18.42,0.0,65.67,3.39,49.66
2025-05-05,23.05,26.87,17.92,9.97,69.81,3.46,80.94
2025-05-06,22.25,26.1,18.65,0.0,64.29,4.26,41.6
2025-05-07,21.54,26.9,16.99,0.0,75.36,2.21,56.13
2025-05-08,22.64,26.5,17.32,0.0,56.24,2.6,58.38
2025-05-09,21.78,27.84,18.14,0.0,63.76,3.16,34.26
2025-05-10,23.53,29.3,18.8,5.14,76.87,2.58,73.61
2025-05-11,20.07,26.03,14.6,0.0,57.36,3.65,23.96
2025-05-12,22.15,27.23,18.77,0.0,61.35,2.86,46.72
2025-05-13,20.13,26.62,16.91,0.0,61.81,2.21,18.54
2025-05-14,20.9,24.53,16.22,0.0,63.22,3.05,31.97
2025-05-15,24.75,29.45,20.9,0.0,56.25,3.13,36.23
2025-05-16,24.26,28.74,21.09,6.14,73.09,3.73,73.96
2025-05-17,22.29,28.64,18.1,0.0,67.33,3.29,38.36
2025-05-18,21.4,26.63,16.51,0.0,66.43,3.34,65.77
2025-05-19,19.62,25.54,15.91,1.31,65.42,3.22,78.54
2025-05-20,22.89,26.9,19.05,0.0,64.1,2.8,29.78
2025-05-21,26.87,33.3,21.75,0.0,59.06,2.37,47.18
2025-05-22,24.4,29.4,20.1,6.07,67.79,3.17,82.88
2025-05-23,23.23,28.21,18.12,0.0,74.12,2.67,52.27
2025-05-24,24.68,31.09,20.56,0.0,63.72,4.28,36.98
2025-05-25,22.16,26.8,16.78,0.0,57.2,4.0,32.02
2025-05-26,23.91,28.61,19.29,0.0,63.94,3.42,13.6
2025-05-27,24.54,29.79,21.25,0.0,56.18,3.21,15.56
2025-05-28,24.41,28.29,19.2,1.47,62.85,2.83,57.97
2025-05-29,25.66,30.12,21.43,0.0,57.54,1.89,39.55
2025-05-30,25.18,29.26,21.83,0.0,60.43,2.72,18.65
2025-05-31,25.71,29.52,22.33,0.0,67.24,2.97,50.07
2025-06-01,24.05,30.15,19.33,0.0,65.36,3.06,35.36
2025-06-02,26.21,31.48,23.09,0.0,64.99,3.25,32.07
2025-06-03,27.26,31.84,23.54,0.0,56.79,3.61,24.87
2025-06-04,23.98,28.71,20.63,0.0,59.5,2.31,42.47
2025-06-05,24.18,28.98,20.08,0.0,63.48,2.32,25.35
2025-06-06,27.17,32.57,23.13,0.0,58.89,4.02,23.18
2025-06-07,25.27,31.55,20.97,0.0,60.56,3.47,49.26
2025-06-08,27.44,33.73,23.74,0.0,64.08,2.54,39.26
2025-06-09,25.12,29.8,22.04,0.0,60.05,2.76,32.18
2025-06-10,27.67,32.16,23.14,7.16,68.85,2.76,87.7
2025-06-11,26.04,30.89,22.1,0.0,69.61,2.86,35.11
2025-06-12,26.28,31.49,21.66,0.0,60.71,3.21,39.6
2025-06-13,28.06,32.95,24.79,0.0,67.4,4.86,25.2
2025-06-14,25.63,31.11,22.6,0.0,64.23,2.98,59.84
2025-06-15,24.96,30.12,21.33,0.0,54.03,3.35,28.04
2025-06-16,25.67,30.13,21.53,0.0,55.79,1.47,53.67
2025-06-17,26.91,31.45,22.93,0.0,57.07,2.43,32.73
2025-06-18,24.36,28.99,19.33,0.0,56.9,3.8,44.69
2025-06-19,27.29,31.07,23.34,0.0,60.67,3.14,43.81
2025-06-20,25.82,29.82,21.49,0.0,64.14,0.3,48.76
2025-06-21,28.07,33.74,23.59,0.0,67.29,3.35,24.91
2025-06-22,23.53,28.2,20.47,0.0,62.5,4.34,47.91
2025-06-23,25.68,29.82,21.39,0.0,58.68,1.21,57.16
2025-06-24,24.56,29.75,20.7,0.0,50.45,4.02,31.9
2025-06-25,25.73,31.5,21.68,5.43,67.17,0.59,80.42
2025-06-26,27.18,31.45,23.93,0.0,60.9,3.55,28.72
2025-06-27,26.67,32.65,21.71,0.0,61.64,2.79,30.84
2025-06-28,26.62,32.9,21.26,0.0,71.22,0.92,55.54
2025-06-29,26.78,32.08,23.73,0.0,66.85,3.16,22.95
2025-06-30,27.29,32.8,22.79,0.0,64.54,3.72,23.69
2025-07-01,25.76,29.41,20.85,0.0,55.77,3.09,54.33
2025-07-02,28.02,34.36,24.31,0.0,57.98,3.27,42.49
2025-07-03,28.0,32.68,23.03,0.0,60.05,2.47,60.44
2025-07-04,27.67,33.94,23.09,0.0,56.62,1.31,29.59
2025-07-05,27.92,33.16,22.6,0.0,62.97,3.35,36.52
2025-07-06,27.61,31.12,22.15,0.0,62.23,4.2,27.07
2025-07-07,29.89,33.5,26.78,0.0,54.99,3.71,36.72
2025-07-08,27.15,32.69,23.04,0.0,66.39,1.21,13.71
2025-07-09,26.88,32.07,22.52,0.0,60.91,1.59,43.22
2025-07-10,26.32,29.9,22.95,0.0,51.74,2.13,38.88
2025-07-11,25.97,31.7,22.13,0.0,60.11,1.53,34.31
2025-07-12,25.7,31.76,20.23,0.0,61.77,2.84,30.32
2025-07-13,26.17,31.16,23.13,0.0,65.22,3.13,24.26
2025-07-14,27.24,32.14,23.11,0.0,58.66,1.67,43.73
2025-07-15,27.77,31.29,22.67,0.0,64.49,3.44,20.95
2025-07-16,27.4,33.26,23.59,0.0,61.29,3.3,41.14
2025-07-17,26.34,30.83,22.14,0.0,53.78,2.38,59.89
2025-07-18,28.5,34.64,23.06,0.0,53.28,2.69,52.83
2025-07-19,28.29,32.9,24.1,0.0,65.98,1.27,16.94
2025-07-20,27.11,32.3,23.78,0.0,66.35,2.56,28.56
2025-07-21,26.45,30.76,23.32,0.0,62.0,2.84,40.06
2025-07-22,28.0,31.98,22.64,0.0,67.88,2.97,34.16
2025-07-23,27.52,33.34,23.85,0.0,65.7,3.14,18.21
2025-07-24,25.37,30.36,21.11,0.0,63.85,3.04,39.62
2025-07-25,27.14,32.25,23.91,0.0,55.9,2.64,34.88
2025-07-26,27.55,33.94,23.49,0.0,69.14,3.08,57.97
2025-07-27,26.01,32.4,20.68,0.0,63.19,3.66,31.96
2025-07-28,27.4,33.46,23.14,0.0,58.6,2.78,49.02
2025-07-29,25.23,29.29,19.8,0.0,57.22,3.12,19.79
2025-07-30,28.82,34.1,25.17,0.0,61.88,2.72,22.66
2025-07-31,28.67,34.8,24.41,0.0,52.27,2.36,43.66
2025-08-01,26.68,31.3,21.53,0.0,64.16,3.3,48.0
2025-08-02,27.44,31.24,23.32,0.0,55.93,2.44,23.51
2025-08-03,23.79,29.72,20.09,0.0,62.59,3.2,35.29
2025-08-04,25.37,30.32,20.23,0.0,58.18,2.92,18.42
2025-08-05,26.44,31.64,22.47,0.0,59.51,2.66,32.83
2025-08-06,27.045,32.305,22.34,0.0,59.815,2.585,31.305
2025-08-07,27.65,32.97,22.21,0.0,60.12,2.51,29.78
2025-08-08,29.26,34.04,25.79,0.0,70.42,1.6,32.01
2025-08-09,25.08,29.69,21.32,0.0,67.95,3.23,21.44
2025-08-10,25.46,30.21,22.38,0.0,62.86,3.12,27.22
2025-08-11,26.79,30.64,22.81,0.0,61.02,3.62,56.1
2025-08-12,28.51,34.4,25.01,0.0,65.42,2.52,35.88
2025-08-13,24.76,30.78,20.06,0.0,66.91,4.47,22.97
2025-08-14,26.61,30.96,23.15,0.0,57.18,2.66,31.22
2025-08-15,28.58,32.99,23.89,0.0,61.0,2.27,15.83
2025-08-16,23.99,30.11,20.33,0.0,52.35,2.18,22.83
2025-08-17,24.4,27.97,20.51,0.0,67.14,1.59,51.32
2025-08-18,25.43,30.49,21.56,0.0,71.92,4.21,33.29
2025-08-19,25.23,30.12,20.43,0.0,62.07,4.09,57.69
2025-08-20,26.88,32.45,22.71,0.0,51.12,3.48,33.86
2025-08-21,26.05,30.04,22.15,0.0,64.87,2.29,34.57
2025-08-22,23.34,28.85,18.21,0.0,57.38,4.47,42.69
2025-08-23,26.23,30.86,21.8,0.0,58.67,2.75,2.93
2025-08-24,24.72,30.08,21.19,0.0,65.2,2.82,37.46
2025-08-25,27.04,30.66,21.78,0.0,63.42,4.19,34.41
2025-08-26,24.47,29.35,20.61,0.0,59.79,3.58,52.83
2025-08-27,24.36,29.43,21.26,0.0,59.07,4.82,46.58
2025-08-28,25.79,29.94,21.56,0.0,63.04,3.27,21.4
2025-08-29,25.98,29.9,22.67,0.0,60.45,2.76,49.91
2025-08-30,25.47,29.54,21.88,0.0,57.05,2.6,31.85
2025-08-31,22.59,27.13,17.73,0.0,61.02,1.62,24.15
2025-09-01,25.38,29.17,22.05,0.0,64.48,2.88,37.37
2025-09-02,23.23,29.57,18.21,0.0,61.99,4.03,32.57
2025-09-03,24.77,29.49,19.43,0.0,55.91,3.6,53.46
2025-09-04,22.5,28.43,17.99,0.0,68.02,3.15,39.09
2025-09-05,22.79,27.625,18.145,0.0,64.535,3.24,42.45
2025-09-06,23.08,26.82,18.3,0.0,61.05,3.33,45.81
2025-09-07,22.35,27.8,16.87,0.0,60.29,3.97,48.11
2025-09-08,24.83,30.94,20.97,2.48,70.23,3.51,89.4
2025-09-09,24.09,29.5,20.69,0.0,66.41,3.31,52.03
2025-09-10,22.86,27.65,18.56,0.0,69.34,2.55,42.3
2025-09-11,25.43,30.22,21.09,0.0,60.26,3.89,37.01
2025-09-12,22.85,26.45,19.4,0.0,66.86,0.7,49.87
2025-09-13,23.34,28.44,18.8,0.0,65.02,3.52,33.91
2025-09-14,23.52,30.0,20.48,0.0,55.6,5.28,35.4
2025-09-15,22.24,28.61,16.92,0.0,73.77,2.03,55.66
2025-09-16,23.53,27.15,19.87,0.88,63.19,3.05,99.46
2025-09-17,22.09,27.71,19.0,0.0,66.6,3.25,34.9
2025-09-18,22.12,26.53,18.85,0.0,66.57,2.9,29.56
2025-09-19,24.3,30.51,20.7,0.0,66.11,4.11,52.56
2025-09-20,21.04,24.68,17.36,0.0,62.38,3.67,44.61
2025-09-21,19.13,25.43,16.04,0.0,69.11,3.42,38.79
2025-09-22,24.22,30.24,20.52,0.0,57.3,3.95,31.14
2025-09-23,25.31,29.16,21.83,0.0,64.89,3.33,38.98
2025-09-24,21.33,25.01,17.39,0.0,62.52,5.87,34.74
2025-09-25,19.2,25.21,15.24,0.0,62.08,3.46,27.03
2025-09-26,21.18,25.15,17.33,0.0,67.73,3.51,36.55
2025-09-27,21.07,26.18,17.25,0.0,71.1,1.99,38.19
2025-09-28,21.06,27.31,17.84,0.0,64.13,2.93,30.5
2025-09-29,19.72,24.92,16.66,0.0,69.87,4.3,45.85
2025-09-30,21.78,26.47,18.28,0.0,66.34,2.32,50.47
2025-10-01,21.57,26.4,16.68,0.0,61.76,1.67,46.64
2025-10-02,18.8,22.49,13.33,8.15,71.06,3.44,76.69
2025-10-03,21.51,27.92,16.19,0.0,64.98,4.52,44.07
2025-10-04,23.13,27.56,18.87,10.5,69.13,3.47,80.94
2025-10-05,20.54,24.61,16.21,0.0,68.88,3.17,20.17
2025-10-06,19.74,24.09,15.95,0.0,68.04,1.97,43.07
2025-10-07,19.85,26.24,14.91,0.0,59.05,3.82,36.75
2025-10-08,20.69,24.47,15.77,2.64,64.87,4.0,100.0
2025-10-09,17.49,23.59,12.38,0.0,69.38,2.06,52.49
2025-10-10,19.81,25.43,14.57,0.0,63.32,4.4,43.53
2025-10-11,18.94,24.93,14.86,9.96,75.03,4.12,82.99
2025-10-12,21.71,28.14,16.79,0.0,71.56,4.42,36.96
2025-10-13,18.93,24.96,13.92,32.79,67.43,3.99,67.96
2025-10-14,21.18,27.51,17.41,5.99,66.86,4.06,59.13
2025-10-15,17.44,21.32,12.11,0.0,76.42,3.96,24.53
2025-10-16,19.49,25.38,16.25,0.0,69.94,4.25,34.43
2025-10-17,19.0,24.13,13.51,0.0,66.22,2.11,9.73
2025-10-18,17.31,22.44,12.38,6.74,69.77,2.37,73.47
2025-10-19,18.52,24.72,15.29,7.95,72.02,2.99,77.03
2025-10-20,19.72,26.14,15.08,0.0,68.75,3.49,77.41
2025-10-21,17.58,23.19,14.49,0.0,73.25,3.91,27.06
2025-10-22,15.66,20.61,10.73,0.0,65.08,3.87,30.9
2025-10-23,17.69,22.56,12.69,0.0,74.57,4.52,55.69
2025-10-24,16.4,21.06,11.89,0.0,67.23,4.55,42.95
2025-10-25,16.98,21.57,11.84,10.61,70.14,2.94,73.28
2025-10-26,17.18,21.85,13.93,0.0,67.36,3.84,34.18
2025-10-27,14.92,18.69,11.23,18.46,62.5,2.98,79.66
2025-10-28,14.9,18.63,10.86,2.78,75.14,3.52,70.78
2025-10-29,17.49,23.32,14.38,19.29,75.02,3.94,70.77
2025-10-30,16.04,20.88,11.92,0.0,74.12,0.96,47.13
2025-10-31,13.24,19.54,9.58,0.0,60.7,5.63,29.96
2025-11-01,17.46,22.8,13.48,0.0,76.06,4.16,21.86
2025-11-02,16.65,20.26,12.59,0.0,74.48,3.24,34.48
2025-11-03,15.24,19.21,10.04,2.49,82.76,5.27,81.42
2025-11-04,14.31,18.43,10.64,0.0,70.36,3.45,11.33
2025-11-05,16.98,23.4,11.74,9.15,81.82,3.85,79.51
2025-11-06,16.21,20.37,12.14,0.0,63.52,3.36,45.42
2025-11-07,18.72,23.77,14.9,0.0,74.56,5.08,40.41
2025-11-08,16.03,22.34,11.78,0.0,67.26,3.68,61.76
2025-11-09,15.86,22.29,11.82,0.0,62.98,3.89,50.01
2025-11-10,15.01,19.22,11.36,0.87,71.73,4.74,97.39
2025-11-11,16.16,19.8,11.9,0.0,71.5,4.26,68.6
2025-11-12,15.78,19.74,12.4,9.75,73.47,3.75,89.1
2025-11-13,16.47,20.16,12.59,0.0,73.58,4.69,36.96
2025-11-14,14.03,18.12,9.62,0.0,62.78,5.84,46.68
2025-11-15,14.02,19.23,9.99,3.38,67.3,4.07,73.29
2025-11-16,13.84,20.08,8.78,0.0,78.91,3.92,36.29
2025-11-17,15.37,20.48,11.73,0.0,76.67,3.97,27.23
2025-11-18,16.17,21.55,10.74,0.0,67.02,4.89,39.78
2025-11-19,13.5,17.61,8.54,10.58,78.36,3.37,72.18
2025-11-20,13.43,19.33,8.01,0.0,77.58,3.63,26.76
2025-11-21,14.27,19.63,9.18,0.0,74.68,2.63,39.96
2025-11-22,13.43,19.52,10.07,0.0,73.43,2.92,33.35
2025-11-23,14.87,21.22,10.56,14.36,84.27,3.46,56.87
2025-11-24,10.6,15.14,7.17,5.15,75.24,3.84,62.53
2025-11-25,12.34,16.11,7.29,0.0,73.15,5.3,21.23
2025-11-26,12.29,16.46,7.83,6.75,79.01,4.32,69.4
2025-11-27,10.18,14.99,6.52,0.0,71.83,3.17,39.97
2025-11-28,11.84,18.18,6.51,0.0,71.34,3.32,37.63
2025-11-29,11.8,16.43,8.51,8.12,79.75,5.01,92.78
2025-11-30,12.62,18.44,8.21,0.0,79.65,4.82,89.03
2025-12-01,14.23,19.35,9.43,0.0,68.32,3.94,47.86
2025-12-02,12.37,16.42,9.22,4.98,83.67,3.57,87.3
2025-12-03,11.25,15.71,6.76,0.0,68.86,4.83,37.52
2025-12-04,12.42,17.88,7.38,0.0,72.74,3.14,48.19
2025-12-05,13.77,19.29,10.6,0.0,72.44,4.25,46.03
2025-12-06,11.04,15.85,6.76,10.1,81.79,5.76,84.51
2025-12-07,11.04,15.23,7.39,0.0,63.48,4.11,50.25
2025-12-08,12.86,18.53,8.21,0.0,78.61,3.33,6.85
2025-12-09,11.76,15.77,8.47,7.41,76.85,4.28,76.51
2025-12-10,12.81,19.12,7.47,0.0,80.41,3.58,31.33
2025-12-11,11.87,15.93,6.63,0.0,71.99,2.85,48.83
2025-12-12,12.72,16.54,9.26,0.0,74.21,4.53,53.86
2025-12-13,10.39,15.38,6.58,0.0,84.09,4.86,17.6
2025-12-14,11.64,16.7,7.17,2.88,79.21,3.73,96.93
2025-12-15,11.31,16.34,6.52,17.07,86.85,3.67,65.94
2025-12-16,9.94,14.75,5.83,12.12,80.92,3.21,66.31
2025-12-17,9.42,15.9,6.03,27.98,82.86,3.86,77.19
2025-12-18,12.27,17.23,9.01,0.0,75.19,3.53,31.18
2025-12-19,10.86,15.8,5.36,12.2,85.14,3.18,61.3
2025-12-20,9.93,14.7,5.79,0.0,71.53,5.5,42.8
2025-12-21,11.08,14.78,5.89,7.8,76.09,4.36,88.15
2025-12-22,12.61,17.89,8.4,0.47,77.87,4.45,92.65
2025-12-23,8.13,12.31,2.82,0.0,75.61,4.7,29.8
2025-12-24,9.09,14.51,5.87,4.41,80.06,4.61,79.53
2025-12-25,9.79,13.44,6.5,0.0,78.76,3.67,34.63
2025-12-26,12.84,19.29,7.52,0.0,81.77,4.22,55.26
2025-12-27,11.26,16.17,5.9,0.0,70.41,3.78,0.99
2025-12-28,11.85,18.04,8.07,8.22,77.66,4.35,68.52
2025-12-29,9.33,14.26,5.44,0.0,68.18,4.27,35.07
2025-12-30,9.32,13.0,5.19,14.84,91.55,3.69,66.97
2025-12-31,11.32,17.29,7.28,0.0,76.95,2.94,31.9
