Date,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS2M,WD2M,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,PS,QV2M,T2MDEW,T2MWET,Governorate
2018-01-07,12.78,20.09,6.8,77.02,0.13,2.61,54.9,3.7034,7.1861,1.6385,3.8318,100.93,6.79,8.3,10.54,Giza
2018-01-08,12.37,20.51,7.23,71.35,2.71,2.99,57.1,3.8474,7.0975,1.6769,3.9031,101.15,6.0,6.38,9.37,Giza
2018-01-09,12.07,20.15,6.66,81.25,5.59,2.71,56.4,4.0195,7.0495,1.765,4.0498,101.11,6.88,8.53,10.3,Giza
2018-01-10,12.83,20.34,6.91,77.97,11.98,2.2,79.9,3.2549,7.2406,1.4203,3.8542,100.55,7.04,8.78,10.8,Giza
2018-01-11,13.14,22.34,7.67,59.44,0.0,3.01,213.0,3.9571,6.8563,1.6925,3.9694,100.08,5.12,3.98,8.56,Giza
2018-01-12,12.84,20.25,8.06,71.2,0.0,1.36,20.4,3.2573,7.5934,1.4388,3.6737,100.33,6.4,7.24,10.04,Giza
2018-01-13,13.42,20.5,7.75,76.39,0.0,1.58,305.0,3.5947,7.6826,1.5864,3.8551,100.09,7.37,9.39,11.4,Giza
2018-01-14,11.2,18.3,5.68,64.41,0.0,3.12,257.4,3.6091,7.2725,1.5806,3.7027,100.26,5.23,4.34,7.77,Giza
2018-01-15,12.35,19.0,7.81,74.34,0.0,1.79,345.2,3.7824,7.4534,1.6891,4.1042,100.86,6.4,7.4,9.88,Giza
2018-01-16,11.69,18.8,6.68,75.65,0.01,1.64,8.2,3.8578,7.1878,1.6798,4.0769,100.78,6.29,7.17,9.43,Giza
2018-01-17,12.37,18.63,7.53,76.59,0.14,1.97,297.0,3.3041,7.53,1.4515,3.8947,100.25,6.67,7.97,10.17,Giza
2018-01-18,12.42,18.63,6.16,59.74,0.03,4.98,245.8,4.0274,7.4587,1.763,4.0582,99.83,5.12,4.04,8.23,Giza
2018-01-19,11.27,17.05,6.97,62.01,0.07,3.7,308.1,2.4456,7.7537,1.0627,4.1998,100.18,5.04,3.89,7.58,Giza
2018-01-20,11.03,17.84,6.48,69.41,0.0,0.99,32.0,4.2238,6.851,1.849,4.3145,100.58,5.41,4.98,8.0,Giza
2018-01-21,12.04,19.15,6.85,52.88,0.0,2.69,191.0,3.5638,7.1798,1.5396,4.2029,100.01,4.4,1.95,7.0,Giza
2018-01-22,12.49,18.74,6.69,56.71,0.01,4.74,224.5,3.4037,7.6829,1.4863,3.449,99.61,5.25,4.0,8.25,Giza
2018-01-23,12.93,18.0,8.23,66.8,0.03,3.19,260.7,2.521,8.5826,1.1323,4.0954,99.81,6.02,6.38,9.66,Giza
2018-01-24,12.59,17.78,9.16,74.0,1.05,1.87,276.8,2.3702,8.593,1.0541,4.0874,99.89,6.54,7.56,10.07,Giza
2018-01-25,10.48,14.54,6.57,77.26,4.58,3.72,278.0,2.6554,8.0914,1.1707,4.116,99.89,6.06,6.35,8.41,Giza
2018-01-26,8.41,13.31,4.47,69.17,0.85,4.39,266.8,2.479,7.6274,1.0918,4.2583,100.18,4.65,2.79,5.6,Giza
2018-01-27,10.79,16.72,6.99,74.76,0.45,2.38,295.4,2.5181,8.0184,1.1165,4.361,100.62,5.81,6.02,8.4,Giza
2018-01-28,10.77,18.58,5.16,75.13,0.0,1.83,2.2,4.458,6.9446,1.9522,4.519,100.89,5.69,5.73,8.25,Giza
2018-01-29,11.42,18.16,6.32,75.65,0.04,2.31,341.4,4.0896,7.1791,1.8096,4.4542,100.79,6.15,6.85,9.14,Giza
2018-01-30,11.07,18.94,5.87,75.39,0.03,1.66,13.1,4.573,6.8112,1.9903,4.6246,100.82,5.9,6.23,8.65,Giza
2018-01-31,10.96,18.55,5.74,75.42,0.0,1.96,21.6,4.0358,7.2271,1.7592,4.567,100.74,5.93,6.29,8.63,Giza
2018-02-01,11.42,19.48,5.49,75.35,0.0,2.13,30.5,4.0008,7.2768,1.7436,4.6406,100.66,6.1,6.73,9.08,Giza
2018-02-02,12.92,21.86,6.7,78.31,0.0,2.57,47.3,4.4338,7.1112,1.9114,4.6706,100.74,7.07,8.9,10.91,Giza
2018-02-03,14.92,25.74,6.67,58.18,0.0,1.52,107.2,4.6082,7.1671,1.9896,4.7153,100.65,5.4,4.46,9.69,Giza
2018-02-04,17.33,26.08,10.58,36.49,0.0,1.83,187.4,3.641,7.6001,1.5809,4.5492,100.41,4.21,1.28,9.31,Giza
2018-02-05,17.03,21.57,13.8,37.46,0.0,1.33,196.6,3.6408,7.7232,1.5449,4.5768,100.18,4.5,2.13,9.58,Giza
2018-02-06,18.04,23.74,14.7,37.95,0.0,1.12,49.8,3.2479,8.0957,1.4174,4.1971,100.26,4.79,2.84,10.44,Giza
2018-02-07,19.28,27.85,14.33,38.34,0.0,2.92,74.2,3.0847,8.4547,1.3714,4.3162,100.28,5.07,3.86,11.57,Giza
2018-02-08,18.63,26.06,14.39,41.87,0.0,2.3,85.5,3.2683,7.9433,1.4446,4.7206,100.01,5.39,4.64,11.63,Giza
2018-02-09,16.6,23.96,11.2,68.03,0.0,1.96,16.3,3.9,7.8742,1.7059,4.5533,99.84,7.79,10.01,13.31,Giza
2018-02-10,18.94,26.9,11.55,47.79,0.0,1.97,170.9,3.8081,8.1972,1.6466,4.7669,99.21,6.12,6.33,12.63,Giza
2018-02-11,15.65,20.26,11.31,60.8,0.02,2.0,318.4,2.5466,8.8445,1.1345,4.08,99.52,6.63,7.67,11.66,Giza
2018-02-12,13.88,18.21,11.36,85.24,1.99,2.43,346.9,2.4785,8.3635,1.1506,4.4933,99.8,8.32,11.19,12.53,Giza
2018-02-13,12.69,18.86,8.18,73.98,0.97,2.79,302.5,4.4614,7.782,1.9898,5.1554,100.25,6.49,7.53,10.11,Giza
2018-02-14,12.34,18.98,6.27,65.29,0.0,1.56,32.2,4.6805,7.2694,2.0376,5.2721,100.46,5.41,4.83,8.59,Giza
2018-02-15,12.41,16.83,9.03,71.0,0.15,1.9,357.1,3.5503,7.7578,1.5614,4.7299,100.1,6.3,7.11,9.76,Giza
2018-02-16,12.98,20.93,6.05,57.35,0.01,2.11,246.5,4.0224,7.7995,1.7532,4.9764,99.8,4.93,3.39,8.19,Giza
2018-02-17,10.7,16.45,6.15,68.04,0.88,2.45,268.0,4.2269,7.5686,1.848,4.8389,99.88,5.37,4.71,7.71,Giza
2018-02-18,13.58,20.87,7.59,72.15,0.25,2.57,293.1,4.5461,7.6214,2.003,5.2661,100.16,6.64,7.85,10.72,Giza
2018-02-19,15.17,21.26,9.59,60.76,0.0,1.01,244.8,4.5094,7.5466,1.9846,5.3515,99.98,6.17,6.73,10.95,Giza
2018-02-20,16.05,23.33,10.9,48.85,0.0,1.31,37.0,4.5034,7.7669,1.9848,5.1072,99.62,5.29,4.47,10.26,Giza
2018-02-21,16.58,24.99,10.41,46.98,0.2,3.12,201.6,2.8366,8.4122,1.2854,5.1425,99.3,5.19,4.05,10.32,Giza
2018-02-22,16.29,23.98,9.72,57.83,0.0,1.68,246.6,5.2798,7.9378,2.3414,5.3383,99.44,6.22,6.72,11.51,Giza
2018-02-23,16.59,23.92,11.14,60.76,0.03,1.98,46.5,4.9733,8.0822,2.232,5.2406,99.29,6.85,8.16,12.38,Giza
2018-02-24,15.54,23.4,8.68,59.39,0.34,1.61,36.4,5.6395,7.2576,2.489,5.651,99.53,5.96,5.87,10.71,Giza
2018-02-25,15.94,22.57,10.13,55.03,0.0,2.52,263.6,4.3817,7.8974,1.9709,5.3417,99.54,6.13,6.44,11.19,Giza
2018-02-26,17.06,24.26,10.94,57.05,0.59,3.22,237.3,5.0789,8.3369,2.2346,5.227,99.28,6.65,7.77,12.41,Giza
2018-02-27,15.68,22.15,10.46,61.65,0.1,1.79,328.2,5.1958,7.8492,2.2903,5.4545,99.73,6.53,7.3,11.49,Giza
2018-02-28,15.38,22.32,8.34,55.34,0.0,1.67,64.5,5.7629,7.2962,2.5464,5.784,99.95,5.43,4.75,10.07,Giza
2018-03-01,17.29,25.8,11.34,48.33,0.0,1.88,285.0,5.519,7.6843,2.4403,5.5222,100.0,5.57,4.96,11.13,Giza
2018-03-02,18.06,26.54,9.84,60.46,0.01,1.17,32.1,5.5944,8.1156,2.4934,5.8774,99.94,7.14,8.73,13.39,Giza
2018-03-03,20.71,28.64,13.25,40.87,0.0,2.07,202.2,5.2776,8.0311,2.3177,5.7346,99.62,5.84,5.89,13.3,Giza
2018-03-04,20.74,30.64,13.65,36.52,0.0,3.11,211.0,5.6124,7.7794,2.4202,5.8219,99.34,5.02,3.38,12.07,Giza
2018-03-05,21.07,29.9,13.35,44.2,0.0,1.94,200.1,5.3472,8.2961,2.3422,5.5942,99.37,6.18,6.48,13.78,Giza
2018-03-06,19.47,27.2,12.48,39.68,0.0,3.05,238.1,5.627,7.8139,2.4542,5.6455,99.68,5.39,4.62,12.05,Giza
2018-03-07,21.3,32.41,11.11,39.05,0.0,1.39,127.4,6.2218,7.6253,2.7228,6.2503,99.92,5.04,3.47,12.38,Giza
2018-03-08,21.39,29.42,13.5,31.45,0.0,3.37,246.2,5.1103,7.9877,2.1878,5.5476,99.71,4.73,2.75,12.07,Giza
2018-03-09,17.2,25.45,11.07,53.87,0.0,2.38,326.6,5.6863,7.4839,2.4785,6.1418,99.98,5.98,6.05,11.63,Giza
2018-03-10,15.87,23.8,9.57,60.13,0.0,1.97,342.3,5.9383,7.5271,2.6383,6.15,100.03,6.18,6.74,11.3,Giza
2018-03-11,15.93,24.11,9.52,62.02,0.0,2.15,357.6,5.3722,7.847,2.3618,6.2256,100.12,6.38,7.2,11.57,Giza
2018-03-12,15.93,24.92,8.53,60.62,0.0,1.73,26.4,6.174,7.3637,2.6786,6.2448,100.15,6.13,6.62,11.27,Giza
2018-03-13,18.41,28.19,9.33,52.86,0.0,1.72,25.0,6.2177,7.5466,2.7326,6.2657,100.03,5.92,5.92,12.16,Giza
2018-03-14,19.24,28.18,12.03,46.58,0.0,2.09,349.5,6.1236,7.7993,2.7053,6.3029,99.91,5.96,6.12,12.68,Giza
2018-03-15,16.49,23.19,11.03,63.66,0.0,1.96,26.4,4.2024,7.8504,1.8778,6.1382,99.92,7.08,8.72,12.6,Giza
2018-03-16,16.62,24.73,9.81,61.54,0.0,2.49,14.6,6.3082,7.4885,2.7574,6.4625,99.99,6.62,7.54,12.08,Giza
2018-03-17,16.93,26.67,8.97,54.47,0.0,2.94,59.3,6.5537,7.3003,2.8666,6.5782,99.97,5.57,4.81,10.87,Giza
2018-03-18,19.81,30.53,9.93,40.05,0.0,2.3,168.3,5.4038,7.8202,2.3287,6.6852,99.38,4.72,2.36,11.08,Giza
2018-03-19,21.16,30.0,13.58,33.64,0.0,3.3,227.1,5.9868,7.8917,2.5478,6.133,99.3,5.11,3.13,12.15,Giza
2018-03-20,19.14,28.71,11.67,49.54,0.0,1.51,323.3,6.5314,7.6142,2.8334,6.5659,99.9,5.73,4.74,11.94,Giza
2018-03-21,21.14,31.76,12.02,30.47,0.0,3.31,72.8,6.87,7.3183,2.929,6.8834,100.13,4.0,0.44,10.8,Giza
2018-03-22,24.6,35.74,14.08,24.98,0.0,2.37,122.5,5.8829,8.0659,2.479,6.5609,99.59,3.95,0.03,12.31,Giza
2018-03-23,24.81,34.87,16.58,26.66,0.0,3.58,213.0,4.6466,8.7475,2.0273,6.5587,98.88,4.49,0.81,12.81,Giza
2018-03-24,16.86,22.69,11.02,48.76,0.0,3.39,298.7,5.047,8.2855,2.1994,5.9105,99.64,5.48,3.76,10.31,Giza
2018-03-25,16.35,25.41,8.25,40.61,0.0,2.5,49.5,6.4027,7.3198,2.7211,6.5683,100.19,3.94,0.05,8.2,Giza
2018-03-26,18.92,29.91,9.44,49.39,0.0,2.69,60.3,6.9871,7.4851,2.983,7.0774,100.08,5.87,5.95,12.44,Giza
2018-03-27,21.94,32.48,12.66,45.53,0.04,2.31,68.7,6.5256,8.1144,2.7934,6.966,99.72,6.22,6.37,14.15,Giza
2018-03-28,23.33,35.06,16.87,51.39,0.69,3.25,276.2,1.626,9.5906,0.7973,6.2326,98.97,8.41,11.0,17.17,Giza
2018-03-29,16.58,22.27,11.03,57.49,0.0,4.81,276.8,5.9237,8.2493,2.5841,6.6432,99.75,6.39,6.98,11.78,Giza
2018-03-30,16.28,23.84,9.23,57.7,0.0,2.6,321.0,6.5954,7.7455,2.8961,7.0834,100.37,6.02,6.37,11.32,Giza
2018-03-31,17.18,26.07,8.84,53.63,0.0,2.94,28.8,7.1287,7.2871,3.1042,7.1976,100.29,5.73,5.59,11.38,Giza
2018-04-01,18.68,28.82,10.22,56.38,0.04,3.21,41.3,7.0817,7.5466,3.1075,7.2204,99.87,6.62,7.64,13.16,Giza
2018-04-02,19.93,30.5,10.38,53.43,0.09,2.63,10.2,6.9629,7.9793,3.0192,7.327,99.71,6.5,6.75,13.34,Giza
2018-04-03,19.38,27.12,13.61,53.19,0.01,3.82,14.4,5.5903,8.2968,2.4895,7.0169,99.89,6.72,7.56,13.47,Giza
2018-04-04,18.9,26.79,12.74,57.9,0.03,4.86,20.9,6.7994,7.7129,2.9861,7.3354,99.85,7.15,8.72,13.81,Giza
2018-04-05,19.03,27.29,12.7,53.23,0.12,4.03,13.0,6.5179,7.9949,2.8745,6.9197,99.58,6.59,7.29,13.16,Giza
2018-04-06,19.3,29.17,11.09,55.74,5.52,1.92,344.4,6.7709,8.0506,2.964,6.9182,99.4,6.94,8.15,13.73,Giza
2018-04-07,20.81,29.7,14.22,44.4,0.02,2.57,318.5,7.1878,7.7098,3.1001,7.2401,99.58,6.05,6.22,13.52,Giza
2018-04-08,18.94,26.24,12.98,54.92,0.15,2.32,322.4,7.0188,7.9822,3.101,7.2924,99.84,6.83,8.08,13.51,Giza
2018-04-09,18.75,26.3,12.8,53.79,0.15,2.34,311.1,6.7265,8.0088,2.9484,7.2252,99.86,6.52,7.32,13.03,Giza
2018-04-10,18.7,27.0,11.71,55.16,0.07,2.25,345.3,6.9293,7.8893,3.0374,7.2254,99.77,6.75,7.95,13.33,Giza
2018-04-11,20.95,29.38,12.08,45.42,0.0,2.38,54.5,5.8378,8.1636,2.5572,7.3248,99.58,6.12,6.36,13.66,Giza
2018-04-12,22.87,30.17,15.16,36.05,0.0,1.78,82.4,6.096,8.5781,2.6753,6.8398,99.55,5.75,5.55,14.21,Giza
2018-04-13,24.96,33.55,18.12,29.06,0.0,2.08,61.0,5.7408,8.987,2.5366,6.6425,99.57,5.29,4.32,14.64,Giza
2018-04-14,24.57,34.16,15.95,30.48,0.0,2.7,49.0,7.273,8.3609,3.1762,7.3685,99.81,5.25,4.32,14.45,Giza
2018-04-15,24.27,33.85,16.07,30.33,0.0,2.72,39.1,7.1885,8.4012,3.1555,7.5254,99.8,4.99,3.5,13.89,Giza
2018-04-16,25.05,34.5,16.09,29.91,0.0,2.64,53.3,7.1962,8.5344,3.1502,7.4734,99.8,5.21,4.23,14.64,Giza
2018-04-17,26.21,36.7,17.35,25.16,0.0,2.16,64.9,6.8448,8.7686,2.9657,7.3531,99.79,4.45,1.58,13.89,Giza
2018-04-18,25.11,34.88,16.94,35.92,0.01,2.71,339.4,7.3589,8.2346,3.1682,7.5444,99.95,6.3,6.64,15.87,Giza
2018-04-19,22.96,32.48,14.25,46.6,0.02,3.07,7.9,7.2926,8.358,3.2076,7.505,100.01,6.87,7.76,15.36,Giza
2018-04-20,22.94,30.76,14.74,43.32,0.0,2.29,336.2,5.2267,9.161,2.3352,6.973,99.64,6.74,7.76,15.35,Giza
2018-04-21,21.36,28.52,15.14,48.11,16.56,3.21,322.9,6.1507,8.7007,2.7744,7.1282,99.46,7.35,9.15,15.26,Giza
2018-04-22,18.84,26.99,12.04,53.39,0.0,3.69,342.9,6.8011,8.1048,2.9813,7.8022,99.74,6.58,7.47,13.16,Giza
2018-04-23,19.15,27.03,11.15,48.47,0.0,1.77,15.4,7.7863,7.7141,3.4008,7.8377,99.95,5.99,6.19,12.67,Giza
2018-04-24,19.21,26.74,12.01,51.93,0.01,2.9,337.6,7.1549,8.4456,3.1582,7.6392,99.79,6.52,7.37,13.29,Giza
2018-04-25,17.54,21.46,13.75,67.47,15.68,1.73,336.3,4.8266,8.9942,2.173,7.0169,99.65,8.34,11.17,14.35,Giza
2018-04-26,21.26,30.23,14.29,54.94,0.21,3.44,327.8,6.4217,8.6916,2.8166,6.949,99.52,7.63,9.42,15.34,Giza
2018-04-27,20.77,29.99,12.59,50.53,0.03,2.69,302.1,6.4097,8.394,2.7139,6.8772,99.57,6.58,6.99,13.88,Giza
2018-04-28,23.89,32.38,15.65,37.77,0.0,1.34,297.8,7.362,8.3676,3.2042,7.5209,99.75,6.23,6.67,15.28,Giza
2018-04-29,25.46,33.74,17.69,35.29,0.36,1.41,130.6,7.3078,8.652,3.2302,7.7246,99.69,6.47,7.15,16.3,Giza
2018-04-30,27.29,36.68,18.37,32.26,0.03,3.82,169.9,6.7675,9.3499,2.9731,7.2252,98.99,6.61,7.59,17.44,Giza
2018-05-01,26.3,35.28,18.68,39.35,0.0,4.05,221.7,6.5736,9.6943,2.8414,7.0757,98.9,7.97,10.2,18.25,Giza
2018-05-02,26.25,35.29,17.85,51.66,0.0,2.07,312.1,6.6994,9.6797,2.9321,7.1052,99.19,9.61,12.84,19.55,Giza
2018-05-03,29.63,38.22,21.3,36.8,0.0,1.33,36.9,6.3298,9.7157,2.8013,7.2372,99.06,8.56,11.21,20.42,Giza
2018-05-04,29.86,39.16,20.95,35.2,0.02,3.92,256.9,3.2086,10.2773,1.4935,6.9422,99.11,8.49,11.31,20.59,Giza
2018-05-05,22.18,26.73,17.23,51.96,0.01,2.26,324.9,4.3145,9.2251,1.9793,7.489,99.56,8.37,11.13,16.65,Giza
2018-05-06,23.5,29.08,18.32,54.0,0.0,2.65,40.3,2.9251,9.5222,1.3543,6.7349,99.37,9.63,13.3,18.4,Giza
2018-05-07,22.07,29.37,16.48,50.11,0.0,3.83,311.8,7.7299,8.6242,3.4183,7.9116,99.48,7.65,9.47,15.77,Giza
2018-05-08,21.88,28.51,15.19,42.6,0.0,3.69,285.4,6.7601,8.825,3.0257,7.5998,99.24,6.78,7.9,14.89,Giza
2018-05-09,24.13,31.9,14.99,42.54,0.0,1.63,290.8,7.5638,8.8022,3.403,7.8343,99.23,7.32,9.08,16.6,Giza
2018-05-10,28.84,38.29,22.42,27.35,0.0,3.31,227.1,5.5202,10.0918,2.4089,6.8813,98.84,6.18,6.2,17.52,Giza
2018-05-11,24.71,33.09,17.85,47.59,0.0,3.62,322.7,7.8391,8.5786,3.4858,7.8994,99.33,8.18,10.35,17.53,Giza
2018-05-12,22.45,29.7,16.29,56.6,0.0,3.48,309.0,6.6694,9.0223,2.9933,7.9234,99.51,8.94,12.11,17.28,Giza
2018-05-13,22.84,30.08,16.3,52.02,0.0,2.89,309.4,6.8755,9.1169,3.095,8.017,99.65,8.35,11.09,16.97,Giza
2018-05-14,22.45,30.22,15.6,48.13,0.0,3.02,345.8,7.9618,8.2354,3.4999,8.207,99.91,7.33,9.04,15.75,Giza
2018-05-15,23.07,31.92,15.18,50.36,0.0,3.73,33.5,8.0873,8.299,3.5921,8.2498,99.97,7.75,9.83,16.45,Giza
2018-05-16,23.81,33.04,16.15,51.75,0.0,4.58,42.4,6.9816,8.5774,3.0828,8.0642,99.76,8.29,10.8,17.31,Giza
2018-05-17,26.32,36.69,16.51,49.29,0.0,4.07,32.7,8.119,8.4996,3.5659,8.2642,99.51,8.75,11.47,18.9,Giza
2018-05-18,28.4,39.54,17.95,42.57,0.0,4.18,13.8,8.1763,8.55,3.564,8.2793,99.39,8.15,9.87,19.13,Giza
2018-05-19,28.31,39.24,17.75,38.99,0.0,3.17,11.5,7.7606,8.9045,3.4008,8.0309,99.45,7.61,9.06,18.68,Giza
2018-05-20,29.35,39.82,19.18,30.42,0.0,3.46,40.1,8.0062,8.9035,3.5782,8.0506,99.49,6.44,6.83,18.09,Giza
2018-05-21,31.47,41.44,21.01,23.11,0.0,3.78,74.6,7.3642,9.3372,3.2638,7.6128,99.58,5.64,5.22,18.34,Giza
2018-05-22,33.95,42.68,26.57,16.35,0.0,2.95,40.8,6.3302,9.8112,2.8212,7.7827,99.6,4.94,3.55,18.75,Giza
2018-05-23,31.4,40.81,22.78,27.29,0.0,3.35,15.5,6.6984,9.8542,3.0146,7.6051,99.83,6.91,8.11,19.75,Giza
2018-05-24,30.69,39.26,22.11,26.51,0.0,2.86,3.2,7.2734,9.9161,3.2491,7.5406,99.67,6.56,7.46,19.07,Giza
2018-05-25,30.22,37.95,23.59,32.61,0.0,3.21,339.4,7.0082,9.6233,3.1942,7.3961,99.32,8.32,11.01,20.61,Giza
2018-05-26,28.01,36.1,20.95,44.72,0.0,3.75,7.3,7.8038,9.1363,3.4968,8.065,99.29,9.58,13.04,20.52,Giza
2018-05-27,27.28,34.6,20.28,45.6,0.02,3.21,1.5,7.7052,9.3134,3.4723,8.0352,99.44,9.3,12.46,19.87,Giza
2018-05-28,27.06,34.55,20.19,46.08,0.01,3.56,352.8,7.4359,9.3002,3.3557,7.8259,99.48,9.4,12.79,19.92,Giza
2018-05-29,26.38,32.79,20.14,48.32,0.17,3.03,329.2,6.7529,9.4531,3.0502,7.835,99.44,9.82,13.58,19.98,Giza
2018-05-30,26.3,33.26,19.47,47.91,0.0,2.8,319.8,7.5192,9.3334,3.3766,8.0328,99.5,9.38,12.7,19.5,Giza
2018-05-31,26.67,34.12,19.13,43.73,0.0,2.55,313.6,7.8835,9.0562,3.5436,8.1178,99.52,8.52,11.14,18.9,Giza
2018-06-01,26.08,33.55,19.49,44.46,0.0,3.2,319.9,7.9022,9.0919,3.5743,8.1946,99.48,8.74,11.74,18.91,Giza
2018-06-02,25.51,32.78,17.68,48.03,0.0,2.97,314.0,7.6118,9.1099,3.4138,8.1806,99.53,9.01,12.25,18.88,Giza
2018-06-03,26.62,34.12,18.78,49.26,0.0,3.06,327.1,7.6894,9.4183,3.4774,8.0414,99.48,9.96,13.79,20.21,Giza
2018-06-04,26.44,34.3,19.38,44.3,0.0,3.09,317.1,7.3586,9.2945,3.3048,8.0914,99.33,8.63,11.1,18.77,Giza
2018-06-05,25.96,33.77,18.02,37.78,0.0,2.28,321.1,8.0705,8.8973,3.5887,8.3352,99.39,7.02,8.28,17.12,Giza
2018-06-06,27.78,36.16,18.56,37.12,0.0,2.72,13.7,8.2445,8.8514,3.6864,8.3287,99.66,7.47,9.19,18.48,Giza
2018-06-07,28.6,38.58,18.67,38.23,0.0,3.99,28.5,8.1619,8.8109,3.605,8.3465,99.82,7.79,9.69,19.15,Giza
2018-06-08,29.59,40.13,19.29,39.01,0.0,3.89,22.2,8.3916,8.9508,3.7558,8.5279,99.69,8.3,10.43,20.01,Giza
2018-06-09,29.97,40.59,19.56,37.39,0.0,3.51,3.4,8.0395,9.2155,3.5981,8.2248,99.49,8.48,11.1,20.54,Giza
2018-06-10,30.8,40.61,22.02,34.45,0.0,3.16,326.7,7.8482,9.511,3.5558,8.0261,99.31,8.49,11.22,21.01,Giza
2018-06-11,28.87,37.05,22.11,42.94,0.0,3.54,303.3,7.7122,9.4634,3.5076,7.9884,99.22,9.67,13.12,21.0,Giza
2018-06-12,27.13,34.34,20.83,51.09,0.0,3.5,301.1,6.8621,9.8047,3.1176,7.8629,99.05,10.88,15.08,21.11,Giza
2018-06-13,28.3,36.26,20.15,43.79,0.0,2.74,311.5,7.6219,9.4229,3.4339,7.9018,98.93,9.52,12.73,20.51,Giza
2018-06-14,29.92,38.05,21.12,30.07,0.0,2.28,340.6,8.1982,9.0696,3.6746,8.2673,99.03,6.95,8.05,18.99,Giza
2018-06-15,32.77,41.36,22.69,21.63,0.0,1.57,93.2,8.1912,9.5076,3.7126,8.2447,99.14,5.81,5.55,19.16,Giza
2018-06-16,32.49,37.99,25.68,21.94,0.0,4.14,309.6,6.9814,9.9744,3.1733,8.009,99.26,6.59,7.17,19.83,Giza
2018-06-17,29.81,37.53,22.4,38.3,0.0,3.46,2.0,7.8228,9.5218,3.5808,8.003,99.48,9.24,12.58,21.19,Giza
2018-06-18,29.4,36.72,21.97,40.52,0.0,3.52,7.6,8.0184,9.3804,3.6473,8.2224,99.36,9.44,12.83,21.11,Giza
2018-06-19,29.92,37.74,21.78,39.2,0.0,3.07,27.0,8.0146,9.5494,3.6509,8.119,99.35,9.19,12.32,21.12,Giza
2018-06-20,29.92,37.09,22.32,38.7,0.0,3.36,7.4,8.0935,9.4642,3.6864,8.1725,99.76,9.37,12.86,21.39,Giza
2018-06-21,30.79,38.22,22.58,35.32,0.0,3.56,43.0,7.89,9.5489,3.6067,7.9987,99.87,8.9,12.06,21.43,Giza
2018-06-22,32.84,41.28,24.57,27.63,0.0,3.41,39.7,7.8206,9.5508,3.5522,7.9752,99.58,7.89,10.24,21.54,Giza
2018-06-23,30.13,37.86,22.9,37.36,0.0,4.06,358.1,7.853,9.5364,3.5971,8.13,99.61,8.95,11.9,21.02,Giza
2018-06-24,29.2,36.84,21.75,41.24,0.0,3.25,349.2,8.1386,9.2806,3.683,8.3208,99.53,9.51,12.97,21.09,Giza
2018-06-25,28.89,36.92,20.76,43.22,0.0,3.16,2.4,8.1456,9.2801,3.6672,8.3412,99.45,9.63,13.07,20.98,Giza
2018-06-26,29.32,38.53,20.23,41.73,0.0,3.37,36.4,8.4511,8.9251,3.7606,8.4943,99.34,9.07,11.85,20.59,Giza
2018-06-27,32.84,43.1,21.52,32.06,0.0,3.16,21.8,8.0134,9.391,3.5844,8.2555,99.11,8.13,10.09,21.46,Giza
2018-06-28,29.36,36.52,23.74,43.62,0.0,4.33,338.4,7.62,9.689,3.4529,7.8497,99.38,10.29,13.99,21.68,Giza
2018-06-29,27.41,35.1,20.62,45.54,0.0,3.94,348.9,8.1149,9.078,3.6091,8.2265,99.37,9.62,13.16,20.28,Giza
2018-06-30,27.15,34.93,19.35,47.49,0.0,3.2,339.9,8.1718,9.1454,3.6667,8.2802,99.33,9.72,13.29,20.22,Giza
2018-07-01,28.35,36.49,20.03,42.78,0.0,3.47,6.6,8.0441,9.2321,3.6074,8.2034,99.43,9.25,12.54,20.44,Giza
2018-07-02,28.37,37.0,20.26,45.71,0.0,3.95,14.2,8.2716,9.0732,3.7303,8.3047,99.46,10.01,13.81,21.09,Giza
2018-07-03,28.43,36.88,19.61,47.42,0.0,2.92,348.6,8.1067,9.1882,3.6314,8.2147,99.39,10.18,13.95,21.19,Giza
2018-07-04,30.45,38.97,21.59,46.16,0.0,3.32,336.1,7.4234,9.8568,3.3437,7.8449,99.2,11.1,15.15,22.8,Giza
2018-07-05,30.72,39.8,22.17,46.27,0.55,3.69,324.6,7.8557,9.4843,3.5431,8.1017,99.05,11.03,14.78,22.75,Giza
2018-07-06,30.74,39.86,21.96,48.74,1.32,3.49,320.3,7.9699,9.5028,3.5635,8.2193,99.12,11.44,15.27,23.0,Giza
2018-07-07,30.17,38.44,22.06,47.29,2.28,2.84,325.7,8.2234,9.2402,3.6775,8.2752,99.09,10.96,14.51,22.34,Giza
2018-07-08,30.42,39.04,21.34,39.82,0.24,2.11,343.0,8.1106,9.5009,3.6086,8.2958,99.13,9.34,12.29,21.36,Giza
2018-07-09,30.59,38.37,22.45,39.54,0.0,2.77,341.5,8.1209,9.4152,3.6497,8.2553,99.31,9.71,13.16,21.88,Giza
2018-07-10,29.79,37.12,22.35,42.03,0.0,3.11,351.3,7.9598,9.6382,3.5933,8.2253,99.42,10.01,13.68,21.73,Giza
